t,seg,rx,ry,rz,fx,fy,fz
7706.9051,0,0.31961,0.17968,0.22811,0.32122,0.18138,0.22761
7706.9374,0,0.31901,0.17870,0.22808,0.32056,0.18058,0.22775
7706.9725,0,0.31825,0.17905,0.22789,0.31987,0.18012,0.22779
7707.0035,0,0.31906,0.17875,0.22755,0.31963,0.17971,0.22772
7707.0341,0,0.31983,0.17839,0.22710,0.31969,0.17931,0.22753
7707.0711,0,0.32090,0.17900,0.22670,0.32005,0.17922,0.22728
7707.1032,0,0.32067,0.17906,0.22662,0.32024,0.17917,0.22708
7707.1342,0,0.32016,0.17876,0.22659,0.32022,0.17905,0.22694
7707.1706,0,0.31973,0.17790,0.22666,0.32007,0.17870,0.22686
7707.2030,0,0.31918,0.17732,0.22676,0.31980,0.17829,0.22683
7707.2383,0,0.31800,0.17690,0.22699,0.31926,0.17787,0.22688
7707.2707,0,0.31874,0.17606,0.22707,0.31910,0.17733,0.22693
7707.3038,0,0.31942,0.17585,0.22692,0.31920,0.17689,0.22693
7707.3397,0,0.31987,0.17568,0.22695,0.31940,0.17652,0.22694
7707.3756,0,0.31981,0.17582,0.22705,0.31952,0.17631,0.22697
7707.4067,0,0.31958,0.17603,0.22720,0.31954,0.17623,0.22704
7707.4388,0,0.32104,0.17596,0.22713,0.31999,0.17615,0.22707
7707.4703,0,0.32182,0.17598,0.22726,0.32054,0.17610,0.22713
7707.5032,0,0.32052,0.17556,0.22795,0.32053,0.17594,0.22737
7707.5349,0,0.32030,0.17477,0.22829,0.32046,0.17559,0.22765
7707.5741,0,0.31935,0.17410,0.22882,0.32013,0.17514,0.22800
7707.6072,0,0.31718,0.17221,0.22893,0.31925,0.17426,0.22828
7707.6439,0,0.31670,0.17081,0.22876,0.31848,0.17322,0.22843
7707.6762,0,0.31787,0.16955,0.22805,0.31830,0.17212,0.22831
7707.7091,0,0.31875,0.16856,0.22760,0.31843,0.17105,0.22810
7707.7446,0,0.31959,0.16679,0.22698,0.31878,0.16977,0.22776
7707.7745,0,0.31946,0.16458,0.22718,0.31899,0.16821,0.22759
7707.8063,0,0.31824,0.16331,0.22683,0.31876,0.16674,0.22736
7707.8379,0,0.31778,0.16193,0.22662,0.31847,0.16530,0.22714
7707.8745,0,0.31737,0.15963,0.22694,0.31814,0.16360,0.22708
7707.9079,0,0.31837,0.15601,0.22694,0.31821,0.16132,0.22704
7707.9392,0,0.32024,0.15315,0.22642,0.31882,0.15887,0.22685
7707.9714,0,0.32120,0.15028,0.22602,0.31953,0.15629,0.22660
7708.0050,0,0.32075,0.14658,0.22575,0.31990,0.15338,0.22635
7708.0366,0,0.32390,0.14338,0.22495,0.32110,0.15038,0.22593
7708.0725,0,0.32622,0.14065,0.22462,0.32264,0.14746,0.22554
7708.1034,0,0.32332,0.13767,0.22544,0.32284,0.14452,0.22551
7708.1358,0,0.32294,0.13521,0.22617,0.32287,0.14173,0.22570
7708.1706,0,0.32224,0.13122,0.22724,0.32268,0.13858,0.22617
7708.2107,0,0.31998,0.12602,0.22812,0.32187,0.13481,0.22675
7708.2419,0,0.31919,0.12123,0.22895,0.32106,0.13074,0.22741
7708.2738,0,0.31987,0.11737,0.22864,0.32071,0.12673,0.22778
7708.3068,0,0.31967,0.11391,0.22900,0.32039,0.12288,0.22815
7708.3373,0,0.31659,0.10942,0.22994,0.31925,0.11884,0.22868
7708.3708,0,0.31903,0.10547,0.22987,0.31919,0.11483,0.22904
7708.4026,0,0.31887,0.10170,0.23055,0.31909,0.11089,0.22949
7708.4342,0,0.31756,0.09783,0.23089,0.31863,0.10697,0.22991
7708.4714,0,0.31767,0.09325,0.23106,0.31834,0.10286,0.23026
7708.5028,0,0.31519,0.08888,0.23184,0.31740,0.09866,0.23073
7708.5350,0,0.31296,0.08529,0.23266,0.31607,0.09465,0.23131
7708.5704,0,0.31483,0.08279,0.23298,0.31570,0.09109,0.23181
7708.6024,0,0.31437,0.07950,0.23372,0.31530,0.08761,0.23238
7708.6367,0,0.31609,0.07691,0.23419,0.31554,0.08440,0.23292
7708.6712,0,0.31450,0.07511,0.23486,0.31522,0.08162,0.23351
7708.7034,0,0.31168,0.07180,0.23607,0.31416,0.07867,0.23428
7708.7344,0,0.31178,0.06919,0.23672,0.31345,0.07583,0.23501
7708.7713,0,0.31270,0.06717,0.23733,0.31322,0.07323,0.23570
7708.8060,0,0.31092,0.06484,0.23814,0.31253,0.07071,0.23644
7708.8378,0,0.30891,0.06326,0.23891,0.31145,0.06848,0.23718
7708.8704,0,0.30953,0.06230,0.23886,0.31087,0.06662,0.23768
7708.9029,0,0.30973,0.06099,0.23892,0.31053,0.06493,0.23805
7708.9349,0,0.30883,0.05901,0.23938,0.31002,0.06316,0.23845
7708.9752,0,0.30871,0.05652,0.23936,0.30963,0.06117,0.23872
7709.0068,0,0.31044,0.05451,0.23902,0.30987,0.05917,0.23881
7709.0387,0,0.31255,0.05237,0.23799,0.31067,0.05713,0.23857
7709.0720,0,0.31451,0.05052,0.23697,0.31183,0.05514,0.23809
7709.1043,0,0.31723,0.04834,0.23639,0.31345,0.05310,0.23758
7709.1344,0,0.31706,0.04553,0.23607,0.31453,0.05083,0.23713
7709.1698,0,0.31772,0.04238,0.23575,0.31549,0.04830,0.23672
7709.2028,0,0.31781,0.03976,0.23509,0.31618,0.04573,0.23623
7709.2337,0,0.31844,0.03640,0.23477,0.31686,0.04293,0.23579
7709.2720,0,0.31732,0.03328,0.23442,0.31700,0.04004,0.23538
7709.3041,0,0.32160,0.03053,0.23342,0.31838,0.03719,0.23479
7709.3353,0,0.32142,0.02845,0.23333,0.31929,0.03456,0.23435
7709.3724,0,0.31967,0.02649,0.23322,0.31941,0.03214,0.23401
7709.4024,0,0.31715,0.02440,0.23369,0.31873,0.02982,0.23392
7709.4341,0,0.31575,0.02239,0.23410,0.31783,0.02759,0.23397
7709.4701,0,0.31529,0.01973,0.23431,0.31707,0.02523,0.23407
7709.5085,0,0.31485,0.01680,0.23489,0.31641,0.02270,0.23432
7709.5429,0,0.31422,0.01419,0.23522,0.31575,0.02015,0.23459
7709.5770,0,0.31607,0.01202,0.23523,0.31585,0.01771,0.23478
7709.6078,0,0.31377,0.00975,0.23578,0.31522,0.01532,0.23508
7709.6405,0,0.31264,0.00822,0.23628,0.31445,0.01319,0.23544
7709.6720,0,0.31200,0.00563,0.23628,0.31371,0.01092,0.23569
7709.7035,0,0.31067,0.00298,0.23676,0.31280,0.00854,0.23601
7709.7356,0,0.30989,0.00064,0.23702,0.31193,0.00617,0.23632
7709.7715,0,0.30886,-0.00212,0.23741,0.31101,0.00368,0.23664
7709.8066,0,0.31077,-0.00432,0.23716,0.31094,0.00128,0.23680
7709.8369,0,0.31319,-0.00618,0.23703,0.31161,-0.00096,0.23687
7709.8716,0,0.31345,-0.00789,0.23708,0.31217,-0.00304,0.23693
7709.9026,0,0.31168,-0.01073,0.23759,0.31202,-0.00534,0.23713
7709.9341,0,0.31207,-0.01273,0.23768,0.31203,-0.00756,0.23729
7709.9721,0,0.31008,-0.01498,0.23784,0.31145,-0.00979,0.23746
7710.0028,0,0.30873,-0.01672,0.23776,0.31063,-0.01186,0.23755
7710.0362,0,0.30819,-0.01856,0.23796,0.30990,-0.01387,0.23767
7710.0720,0,0.30938,-0.02082,0.23787,0.30975,-0.01596,0.23773
7710.1027,0,0.30774,-0.02121,0.23813,0.30915,-0.01753,0.23785
7710.1355,0,0.30815,-0.02377,0.23805,0.30885,-0.01940,0.23791
7710.1710,0,0.30735,-0.02497,0.23807,0.30840,-0.02107,0.23796
7710.2034,0,0.30876,-0.02672,0.23788,0.30851,-0.02277,0.23794
7710.2338,0,0.31113,-0.02865,0.23740,0.30929,-0.02453,0.23777
7710.2701,0,0.31249,-0.02987,0.23690,0.31025,-0.02613,0.23751
7710.3029,0,0.31274,-0.03237,0.23711,0.31100,-0.02801,0.23739
7710.3356,0,0.31372,-0.03358,0.23713,0.31182,-0.02968,0.23731
7710.3728,0,0.31421,-0.03589,0.23716,0.31254,-0.03154,0.23727
7710.4036,0,0.31388,-0.03773,0.23746,0.31294,-0.03340,0.23733
7710.4342,0,0.31421,-0.03939,0.23772,0.31332,-0.03519,0.23745
7710.4715,0,0.31364,-0.04175,0.23791,0.31342,-0.03716,0.23758
7710.5025,0,0.31510,-0.04388,0.23753,0.31392,-0.03918,0.23757
7710.5343,0,0.31620,-0.04590,0.23726,0.31460,-0.04119,0.23748
7710.5707,0,0.31630,-0.04815,0.23707,0.31511,-0.04328,0.23735
7710.6051,0,0.31681,-0.04977,0.23667,0.31562,-0.04523,0.23715
7710.6400,0,0.31685,-0.05169,0.23626,0.31599,-0.04717,0.23688
7710.6745,0,0.31843,-0.05534,0.23590,0.31672,-0.04962,0.23659
7710.7059,0,0.31814,-0.05840,0.23591,0.31715,-0.05225,0.23638
7710.7377,0,0.31708,-0.05999,0.23599,0.31713,-0.05457,0.23627
7710.7689,0,0.31771,-0.06168,0.23575,0.31731,-0.05670,0.23611
7710.8067,0,0.31644,-0.06336,0.23602,0.31705,-0.05870,0.23608
7710.8398,0,0.31503,-0.06534,0.23676,0.31644,-0.06069,0.23629
7710.8708,0,0.31454,-0.06771,0.23721,0.31587,-0.06280,0.23656
7710.9025,0,0.31683,-0.06902,0.23731,0.31616,-0.06467,0.23679
7710.9380,0,0.31681,-0.07071,0.23792,0.31636,-0.06648,0.23713
7710.9700,0,0.31498,-0.07178,0.23830,0.31594,-0.06807,0.23748
7711.0024,0,0.31431,-0.07319,0.23863,0.31545,-0.06960,0.23783
7711.0356,0,0.31351,-0.07433,0.23881,0.31487,-0.07102,0.23812
7711.0709,0,0.31515,-0.07526,0.23852,0.31495,-0.07229,0.23824
7711.1038,0,0.31502,-0.07694,0.23827,0.31497,-0.07369,0.23825
7711.1358,0,0.31510,-0.07792,0.23811,0.31501,-0.07496,0.23821
7711.1719,0,0.31534,-0.07896,0.23826,0.31511,-0.07616,0.23822
7711.2036,0,0.31629,-0.07955,0.23834,0.31547,-0.07718,0.23826
7711.2363,0,0.31512,-0.08061,0.23839,0.31536,-0.07821,0.23830
7711.2734,0,0.31502,-0.08133,0.23832,0.31526,-0.07914,0.23830
7711.3064,0,0.31393,-0.08227,0.23842,0.31486,-0.08008,0.23834
7711.3396,0,0.31473,-0.08353,0.23821,0.31482,-0.08112,0.23830
7711.3721,0,0.31653,-0.08406,0.23794,0.31533,-0.08200,0.23819
7711.4069,0,0.31794,-0.08565,0.23776,0.31612,-0.08310,0.23806
7711.4376,0,0.31924,-0.08718,0.23735,0.31705,-0.08432,0.23785
7711.4705,0,0.32061,-0.08899,0.23697,0.31812,-0.08572,0.23758
7711.5076,0,0.32082,-0.08925,0.23699,0.31893,-0.08678,0.23741
7711.5382,0,0.32268,-0.09104,0.23694,0.32006,-0.08806,0.23727
7711.5706,0,0.32161,-0.09315,0.23710,0.32052,-0.08959,0.23722
7711.6034,0,0.32026,-0.09485,0.23712,0.32044,-0.09117,0.23719
7711.6367,0,0.31895,-0.09647,0.23713,0.32000,-0.09276,0.23717
7711.6670,0,0.31888,-0.09834,0.23691,0.31966,-0.09443,0.23709
7711.7024,0,0.31957,-0.10019,0.23653,0.31963,-0.09616,0.23692
7711.7373,0,0.32068,-0.10158,0.23641,0.31995,-0.09779,0.23677
7711.7723,0,0.32287,-0.10336,0.23613,0.32082,-0.09946,0.23658
7711.8068,0,0.32168,-0.10457,0.23624,0.32108,-0.10099,0.23648
7711.8374,0,0.32193,-0.10652,0.23671,0.32133,-0.10265,0.23655
7711.8693,0,0.32508,-0.10742,0.23614,0.32246,-0.10408,0.23643
7711.9063,0,0.32332,-0.10968,0.23623,0.32272,-0.10576,0.23637
7711.9385,0,0.32314,-0.11194,0.23613,0.32284,-0.10761,0.23630
7711.9723,0,0.32590,-0.11350,0.23558,0.32376,-0.10938,0.23608
7712.0031,0,0.32669,-0.11567,0.23500,0.32464,-0.11127,0.23576
7712.0345,0,0.32561,-0.11733,0.23526,0.32493,-0.11309,0.23561
7712.0671,0,0.32500,-0.11850,0.23540,0.32495,-0.11471,0.23555
7712.1043,0,0.32567,-0.12023,0.23527,0.32517,-0.11636,0.23546
7712.1357,0,0.32226,-0.12090,0.23600,0.32430,-0.11773,0.23562
7712.1672,0,0.32303,-0.12245,0.23610,0.32392,-0.11914,0.23577
7712.2031,0,0.32351,-0.12351,0.23583,0.32379,-0.12045,0.23578
7712.2347,0,0.32415,-0.12512,0.23571,0.32390,-0.12185,0.23576
7712.2707,0,0.32487,-0.12631,0.23547,0.32419,-0.12319,0.23567
7712.3035,0,0.32537,-0.12755,0.23528,0.32455,-0.12450,0.23555
7712.3343,0,0.32655,-0.12824,0.23505,0.32515,-0.12562,0.23540
7712.3698,0,0.32684,-0.13115,0.23457,0.32566,-0.12728,0.23515
7712.4025,0,0.32933,-0.13226,0.23406,0.32676,-0.12877,0.23482
7712.4405,0,0.33035,-0.13304,0.23363,0.32784,-0.13005,0.23447
7712.4755,0,0.33133,-0.13530,0.23326,0.32889,-0.13163,0.23410
7712.5085,0,0.33048,-0.13721,0.23298,0.32936,-0.13330,0.23377
7712.5395,0,0.33114,-0.13832,0.23295,0.32990,-0.13481,0.23352
7712.5694,0,0.33290,-0.13974,0.23258,0.33080,-0.13629,0.23324
7712.6026,0,0.33141,-0.14277,0.23296,0.33098,-0.13823,0.23315
7712.6350,0,0.33158,-0.14506,0.23298,0.33116,-0.14028,0.23310
7712.6674,0,0.33017,-0.14654,0.23334,0.33086,-0.14216,0.23317
7712.7028,0,0.32946,-0.14833,0.23361,0.33044,-0.14401,0.23330
7712.7342,0,0.32861,-0.14993,0.23407,0.32989,-0.14578,0.23353
7712.7672,0,0.32959,-0.15279,0.23398,0.32980,-0.14789,0.23367
7712.8062,0,0.33046,-0.15582,0.23392,0.33000,-0.15027,0.23375
7712.8401,0,0.33156,-0.15760,0.23390,0.33047,-0.15247,0.23379
7712.8709,0,0.32986,-0.15998,0.23417,0.33029,-0.15472,0.23391
7712.9031,0,0.32776,-0.16275,0.23457,0.32953,-0.15713,0.23410
7712.9348,0,0.32775,-0.16337,0.23495,0.32900,-0.15900,0.23436
7712.9687,0,0.32833,-0.16447,0.23463,0.32880,-0.16064,0.23444
7713.0074,0,0.32636,-0.16596,0.23527,0.32806,-0.16224,0.23469
7713.0386,0,0.32769,-0.16727,0.23508,0.32795,-0.16374,0.23481
7713.0714,0,0.32862,-0.16817,0.23494,0.32815,-0.16507,0.23485
7713.1026,0,0.32807,-0.17024,0.23479,0.32813,-0.16662,0.23483
7713.1347,0,0.32681,-0.17226,0.23508,0.32773,-0.16831,0.23491
7713.1684,0,0.32651,-0.17329,0.23523,0.32737,-0.16981,0.23500
7713.2068,0,0.32651,-0.17559,0.23538,0.32711,-0.17154,0.23512
7713.2412,0,0.32836,-0.17643,0.23545,0.32748,-0.17301,0.23522
7713.2719,0,0.32897,-0.17764,0.23557,0.32793,-0.17440,0.23532
7713.3037,0,0.32853,-0.17940,0.23582,0.32811,-0.17590,0.23547
7713.3347,0,0.32896,-0.18162,0.23576,0.32836,-0.17762,0.23556
7713.3683,0,0.33177,-0.18315,0.23528,0.32938,-0.17928,0.23547
7713.4021,0,0.33140,-0.18574,0.23542,0.32999,-0.18122,0.23546
7713.4340,0,0.33018,-0.18756,0.23580,0.33005,-0.18312,0.23556
7713.4675,0,0.33197,-0.18965,0.23607,0.33062,-0.18508,0.23571
7713.5024,0,0.33279,-0.19110,0.23555,0.33127,-0.18689,0.23566
7713.5356,0,0.33116,-0.19283,0.23599,0.33124,-0.18867,0.23576
7713.5688,0,0.33106,-0.19471,0.23641,0.33119,-0.19048,0.23596
7713.6061,0,0.33282,-0.19624,0.23569,0.33168,-0.19221,0.23588
7713.6403,0,0.33075,-0.19795,0.23568,0.33140,-0.19393,0.23582
7713.6706,0,0.33325,-0.19955,0.23582,0.33195,-0.19562,0.23582
7713.7025,0,0.33311,-0.20048,0.23593,0.33230,-0.19708,0.23585
7713.7350,0,0.33404,-0.20182,0.23585,0.33282,-0.19850,0.23585
7713.7671,0,0.33426,-0.20361,0.23582,0.33325,-0.20003,0.23584
7713.8022,0,0.33412,-0.20392,0.23567,0.33351,-0.20120,0.23579
7713.8359,0,0.33548,-0.20682,0.23536,0.33410,-0.20289,0.23566
7713.8698,0,0.33486,-0.20824,0.23538,0.33433,-0.20449,0.23558
7713.9025,0,0.33516,-0.20973,0.23562,0.33458,-0.20606,0.23559
7713.9353,0,0.33599,-0.21078,0.23562,0.33500,-0.20748,0.23560
7713.9686,0,0.33540,-0.21186,0.23588,0.33512,-0.20879,0.23568
7714.0022,0,0.33488,-0.21351,0.23616,0.33505,-0.21021,0.23583
7714.0345,0,0.33521,-0.21449,0.23635,0.33510,-0.21149,0.23598
7714.0673,0,0.33531,-0.21631,0.23650,0.33516,-0.21294,0.23614
7714.1023,0,0.33515,-0.21819,0.23655,0.33516,-0.21451,0.23626
7714.1347,0,0.33751,-0.21961,0.23616,0.33586,-0.21604,0.23623
7714.1692,0,0.33679,-0.22236,0.23583,0.33614,-0.21794,0.23611
7714.2050,0,0.33590,-0.22494,0.23574,0.33607,-0.22004,0.23600
7714.2369,0,0.33715,-0.22592,0.23510,0.33639,-0.22180,0.23573
7714.2680,0,0.33475,-0.22783,0.23508,0.33590,-0.22361,0.23553
7714.3030,0,0.33537,-0.22988,0.23485,0.33574,-0.22549,0.23533
7714.3367,0,0.33543,-0.23199,0.23487,0.33565,-0.22744,0.23519
7714.3691,0,0.33498,-0.23275,0.23522,0.33545,-0.22903,0.23520
7714.4030,0,0.33527,-0.23406,0.23576,0.33539,-0.23054,0.23537
7714.4355,0,0.33691,-0.23492,0.23559,0.33585,-0.23186,0.23543
7714.4677,0,0.33695,-0.23726,0.23595,0.33618,-0.23348,0.23559
7714.5033,0,0.33814,-0.23758,0.23588,0.33677,-0.23471,0.23568
7714.5435,0,0.33646,-0.24003,0.23595,0.33668,-0.23630,0.23576
7714.5785,0,0.33645,-0.24205,0.23597,0.33661,-0.23803,0.23582
7714.6115,0,0.33641,-0.24221,0.23584,0.33655,-0.23928,0.23583
7714.6432,0,0.33863,-0.24308,0.23559,0.33717,-0.24042,0.23576
7714.6781,0,0.33951,-0.24445,0.23572,0.33787,-0.24163,0.23575
7714.7087,0,0.33896,-0.24559,0.23598,0.33820,-0.24282,0.23582
7714.7412,0,0.33839,-0.24600,0.23647,0.33826,-0.24377,0.23601
7714.7724,0,0.34096,-0.24562,0.23680,0.33907,-0.24433,0.23625
7714.8069,0,0.34138,-0.24702,0.23703,0.33976,-0.24513,0.23648
7714.8383,0,0.34154,-0.24635,0.23751,0.34029,-0.24550,0.23679
7714.8700,0,0.34195,-0.24704,0.23750,0.34079,-0.24596,0.23701
7714.9023,0,0.34052,-0.24788,0.23778,0.34071,-0.24653,0.23724
7714.9393,0,0.34062,-0.24640,0.23774,0.34068,-0.24649,0.23739
7714.9721,0,0.34255,-0.24688,0.23716,0.34124,-0.24661,0.23732
7715.0027,0,0.34162,-0.24663,0.23694,0.34135,-0.24662,0.23721
7715.0365,0,0.34037,-0.24534,0.23696,0.34106,-0.24623,0.23713
7715.0726,0,0.33873,-0.24519,0.23682,0.34036,-0.24592,0.23704
7715.1041,0,0.33693,-0.24312,0.23693,0.33933,-0.24508,0.23701
7715.1357,0,0.33682,-0.24144,0.23708,0.33858,-0.24399,0.23703
7715.1672,0,0.33719,-0.23993,0.23696,0.33816,-0.24277,0.23701
7715.2039,0,0.33525,-0.23780,0.23753,0.33729,-0.24128,0.23716
7715.2360,0,0.33599,-0.23561,0.23727,0.33690,-0.23958,0.23719
7715.2702,0,0.33576,-0.23415,0.23694,0.33656,-0.23795,0.23712
7715.3118,0,0.33607,-0.23183,0.23676,0.33641,-0.23611,0.23701
7715.3419,0,0.33341,-0.22962,0.23667,0.33551,-0.23416,0.23691
7715.3756,0,0.33223,-0.22620,0.23659,0.33452,-0.23178,0.23681
7715.4064,0,0.33176,-0.22317,0.23629,0.33370,-0.22919,0.23666
7715.4382,0,0.32949,-0.22134,0.23622,0.33243,-0.22684,0.23653
7715.4689,0,0.33067,-0.21919,0.23569,0.33190,-0.22454,0.23628
7715.5024,0,0.33053,-0.21590,0.23556,0.33149,-0.22195,0.23606
7715.5356,0,0.33118,-0.21325,0.23500,0.33140,-0.21934,0.23574
7715.5690,0,0.32957,-0.21034,0.23497,0.33085,-0.21664,0.23551
7715.6050,0,0.32965,-0.20762,0.23463,0.33049,-0.21393,0.23525
7715.6351,0,0.32909,-0.20518,0.23455,0.33007,-0.21131,0.23504
7715.6693,0,0.32763,-0.20210,0.23444,0.32934,-0.20855,0.23486
7715.7008,0,0.32888,-0.20049,0.23416,0.32920,-0.20613,0.23465
7715.7350,0,0.32661,-0.19714,0.23408,0.32842,-0.20343,0.23448
7715.7736,0,0.32637,-0.19529,0.23396,0.32781,-0.20099,0.23432
7715.8048,0,0.32778,-0.19314,0.23340,0.32780,-0.19863,0.23404
7715.8348,0,0.32670,-0.19023,0.23315,0.32747,-0.19611,0.23378
7715.8671,0,0.32396,-0.18791,0.23293,0.32642,-0.19365,0.23352
7715.9008,0,0.32363,-0.18446,0.23282,0.32558,-0.19090,0.23331
7715.9383,0,0.32354,-0.18216,0.23263,0.32497,-0.18827,0.23311
7715.9696,0,0.32295,-0.17933,0.23241,0.32436,-0.18559,0.23290
7716.0016,0,0.32139,-0.17759,0.23215,0.32347,-0.18319,0.23267
7716.0369,0,0.32151,-0.17593,0.23235,0.32288,-0.18101,0.23258
7716.0663,0,0.32234,-0.17390,0.23209,0.32272,-0.17888,0.23243
7716.0984,0,0.32384,-0.17150,0.23151,0.32306,-0.17666,0.23216
7716.1335,0,0.32230,-0.17024,0.23163,0.32283,-0.17474,0.23200
7716.1717,0,0.32130,-0.16913,0.23159,0.32237,-0.17305,0.23188
7716.2024,0,0.32158,-0.16740,0.23155,0.32213,-0.17136,0.23178
7716.2404,0,0.32247,-0.16403,0.23155,0.32223,-0.16916,0.23171
7716.2709,0,0.32546,-0.16214,0.23112,0.32320,-0.16705,0.23153
7716.3032,0,0.32678,-0.15922,0.23055,0.32428,-0.16470,0.23124
7716.3367,0,0.32669,-0.15679,0.23029,0.32500,-0.16233,0.23095
7716.3675,0,0.32771,-0.15421,0.22945,0.32581,-0.15989,0.23050
7716.4039,0,0.33176,-0.15189,0.22860,0.32760,-0.15749,0.22993
7716.4360,0,0.33325,-0.14938,0.22767,0.32929,-0.15506,0.22925
7716.4689,0,0.33413,-0.14622,0.22728,0.33075,-0.15241,0.22866
7716.5084,0,0.33312,-0.14276,0.22734,0.33146,-0.14951,0.22826
7716.5393,0,0.33277,-0.14131,0.22725,0.33185,-0.14705,0.22796
7716.5692,0,0.33700,-0.13931,0.22642,0.33340,-0.14473,0.22750
7716.6031,0,0.33971,-0.13541,0.22540,0.33529,-0.14193,0.22687
7716.6347,0,0.33956,-0.13246,0.22483,0.33657,-0.13909,0.22626
7716.6743,0,0.34020,-0.12693,0.22429,0.33766,-0.13544,0.22567
7716.7063,0,0.33927,-0.12549,0.22388,0.33814,-0.13246,0.22513
7716.7379,0,0.33824,-0.12273,0.22374,0.33817,-0.12954,0.22471
7716.7704,0,0.34011,-0.11781,0.22330,0.33875,-0.12602,0.22429
7716.8071,0,0.34253,-0.11222,0.22260,0.33989,-0.12188,0.22378
7716.8372,0,0.33878,-0.11090,0.22370,0.33955,-0.11859,0.22376
7716.8695,0,0.33701,-0.10642,0.22409,0.33879,-0.11494,0.22386
7716.9002,0,0.33714,-0.10479,0.22471,0.33829,-0.11189,0.22411
7716.9351,0,0.33988,-0.10246,0.22407,0.33877,-0.10906,0.22410
7716.9675,0,0.33469,-0.10078,0.22538,0.33755,-0.10658,0.22448
7717.0018,0,0.33314,-0.09875,0.22580,0.33623,-0.10423,0.22488
7717.0360,0,0.33243,-0.09622,0.22592,0.33509,-0.10183,0.22519
7717.0674,0,0.33190,-0.09385,0.22640,0.33413,-0.09944,0.22555
7717.1006,0,0.32907,-0.09241,0.22714,0.33261,-0.09733,0.22603
7717.1355,0,0.32687,-0.09136,0.22752,0.33089,-0.09554,0.22648
7717.1679,0,0.32343,-0.08783,0.22798,0.32865,-0.09323,0.22693
7717.2007,0,0.32393,-0.08532,0.22850,0.32724,-0.09085,0.22740
7717.2342,0,0.32287,-0.08421,0.22890,0.32593,-0.08886,0.22785
7717.2670,0,0.32053,-0.08213,0.22926,0.32431,-0.08684,0.22827
7717.3016,0,0.32101,-0.07932,0.22930,0.32332,-0.08458,0.22858
7717.3348,0,0.32276,-0.07661,0.22910,0.32315,-0.08219,0.22874
7717.3671,0,0.32429,-0.07475,0.22893,0.32349,-0.07996,0.22880
7717.3997,0,0.32455,-0.07179,0.22799,0.32381,-0.07751,0.22855
7717.4344,0,0.31994,-0.07026,0.22765,0.32265,-0.07533,0.22828
7717.4670,0,0.32173,-0.06816,0.22623,0.32237,-0.07318,0.22767
7717.5009,0,0.31999,-0.06533,0.22535,0.32166,-0.07083,0.22697
7717.5347,0,0.32021,-0.06282,0.22488,0.32122,-0.06842,0.22634
7717.5714,0,0.32000,-0.05978,0.22541,0.32086,-0.06583,0.22606
7717.6035,0,0.31904,-0.05679,0.22622,0.32031,-0.06312,0.22611
7717.6367,0,0.31935,-0.05199,0.22687,0.32002,-0.05978,0.22634
7717.6682,0,0.31941,-0.04890,0.22755,0.31984,-0.05652,0.22670
7717.7010,0,0.31886,-0.04661,0.22800,0.31955,-0.05354,0.22709
7717.7351,0,0.31673,-0.04291,0.22861,0.31870,-0.05035,0.22754
7717.7751,0,0.31643,-0.03949,0.22840,0.31802,-0.04710,0.22780
7717.8055,0,0.31497,-0.03649,0.22859,0.31710,-0.04391,0.22804
7717.8371,0,0.31542,-0.03364,0.22895,0.31660,-0.04083,0.22831
7717.8679,0,0.31529,-0.03074,0.22899,0.31621,-0.03780,0.22852
7717.9013,0,0.31455,-0.02925,0.22901,0.31571,-0.03524,0.22866
7717.9355,0,0.31407,-0.02454,0.22894,0.31522,-0.03203,0.22875
7717.9795,0,0.31531,-0.02186,0.22898,0.31524,-0.02898,0.22882
7718.0101,0,0.32080,-0.01735,0.22827,0.31691,-0.02549,0.22865
7718.0415,0,0.32175,-0.01496,0.22888,0.31836,-0.02233,0.22872
7718.0745,0,0.32282,-0.01168,0.22901,0.31970,-0.01913,0.22881
7718.1052,0,0.32370,-0.00811,0.22883,0.32090,-0.01583,0.22881
7718.1357,0,0.32399,-0.00511,0.22940,0.32182,-0.01261,0.22899
7718.1674,0,0.32617,-0.00198,0.22978,0.32313,-0.00942,0.22923
7718.2014,0,0.32922,0.00121,0.22974,0.32496,-0.00623,0.22938
7718.2346,0,0.32911,0.00324,0.23074,0.32620,-0.00339,0.22979
7718.2668,0,0.32913,0.00561,0.23142,0.32708,-0.00069,0.23028
7718.2991,0,0.32724,0.00946,0.23185,0.32713,0.00235,0.23075
7718.3338,0,0.32404,0.01230,0.23228,0.32620,0.00534,0.23121
7718.3658,0,0.32618,0.01527,0.23246,0.32619,0.00832,0.23159
7718.3986,0,0.32331,0.01889,0.23356,0.32533,0.01149,0.23218
7718.4334,0,0.32093,0.02142,0.23493,0.32401,0.01447,0.23300
7718.4659,0,0.31713,0.02358,0.23677,0.32195,0.01720,0.23413
7718.4990,0,0.31758,0.02679,0.23745,0.32064,0.02008,0.23513
7718.5345,0,0.31899,0.02902,0.23829,0.32014,0.02276,0.23607
7718.5669,0,0.32056,0.03182,0.23889,0.32027,0.02548,0.23692
7718.5998,0,0.32063,0.03420,0.23999,0.32038,0.02810,0.23784
7718.6336,0,0.32081,0.03607,0.24044,0.32051,0.03049,0.23862
7718.6668,0,0.32335,0.03911,0.24071,0.32136,0.03307,0.23925
