t,seg,rx,ry,rz,fx,fy,fz
3886.7421,0,0.29957,0.06071,0.26164,0.29900,0.06017,0.26173
3886.7731,0,0.30045,0.06100,0.26139,0.29944,0.06042,0.26163
3886.8131,0,0.30061,0.06128,0.26164,0.29979,0.06068,0.26163
3886.8424,0,0.29830,0.06145,0.26184,0.29934,0.06091,0.26169
3886.8735,0,0.29946,0.06156,0.26158,0.29938,0.06111,0.26166
3886.9118,0,0.29948,0.06145,0.26154,0.29941,0.06121,0.26162
3886.9422,0,0.30041,0.06145,0.26128,0.29971,0.06128,0.26152
3886.9744,0,0.29954,0.06151,0.26164,0.29966,0.06135,0.26156
3887.0103,0,0.29919,0.06204,0.26196,0.29952,0.06156,0.26168
3887.0419,0,0.29891,0.06209,0.26232,0.29934,0.06172,0.26187
3887.0741,0,0.29684,0.06262,0.26280,0.29859,0.06199,0.26215
3887.1076,0,0.29675,0.06291,0.26285,0.29804,0.06226,0.26236
3887.1421,0,0.29717,0.06459,0.26282,0.29778,0.06296,0.26250
3887.1757,0,0.29481,0.06558,0.26323,0.29689,0.06375,0.26272
3887.2064,0,0.29340,0.06654,0.26339,0.29584,0.06459,0.26292
3887.2438,0,0.29514,0.06722,0.26308,0.29563,0.06538,0.26297
3887.2737,0,0.29533,0.06765,0.26283,0.29554,0.06606,0.26293
3887.3056,0,0.29560,0.06773,0.26280,0.29556,0.06656,0.26289
3887.3439,0,0.29540,0.06792,0.26282,0.29551,0.06697,0.26287
3887.3743,0,0.29419,0.06809,0.26297,0.29512,0.06730,0.26290
3887.4067,0,0.29549,0.06881,0.26260,0.29523,0.06776,0.26281
3887.4452,0,0.29369,0.06934,0.26238,0.29477,0.06823,0.26268
3887.4786,0,0.29313,0.07020,0.26237,0.29428,0.06882,0.26259
3887.5094,0,0.29162,0.07137,0.26308,0.29348,0.06959,0.26273
3887.5433,0,0.28956,0.07223,0.26353,0.29230,0.07038,0.26297
3887.5741,0,0.28625,0.07243,0.26587,0.29049,0.07099,0.26384
3887.6060,0,0.28619,0.07257,0.26732,0.28920,0.07147,0.26489
3887.6615,0,0.28529,0.07123,0.26887,0.28803,0.07140,0.26608
3887.6921,0,0.28769,0.06834,0.26933,0.28793,0.07048,0.26706
3887.7217,0,0.28579,0.06445,0.26945,0.28728,0.06867,0.26777
3887.7525,0,0.28904,0.05857,0.26823,0.28781,0.06564,0.26791
3887.7840,0,0.28418,0.05223,0.26817,0.28672,0.06162,0.26799
3887.8141,0,0.28839,0.04453,0.26771,0.28722,0.05649,0.26790
3887.8441,0,0.29075,0.03797,0.26759,0.28828,0.05093,0.26781
3887.8740,0,0.29052,0.03363,0.26881,0.28895,0.04574,0.26811
3887.9070,0,0.28864,0.02933,0.26940,0.28886,0.04082,0.26849
3887.9419,0,0.28497,0.02475,0.27062,0.28769,0.03600,0.26913
3887.9758,0,0.28351,0.02085,0.27160,0.28644,0.03145,0.26987
3888.0077,0,0.28277,0.01606,0.27183,0.28534,0.02683,0.27046
3888.0421,0,0.28361,0.01189,0.27176,0.28482,0.02235,0.27085
3888.0778,0,0.28216,0.00610,0.27188,0.28402,0.01747,0.27116
3888.1087,0,0.28141,-0.00019,0.27205,0.28324,0.01217,0.27143
3888.1420,0,0.27850,-0.00609,0.27267,0.28182,0.00670,0.27180
3888.1800,0,0.27638,-0.01181,0.27278,0.28019,0.00115,0.27209
3888.2098,0,0.27604,-0.01765,0.27265,0.27894,-0.00449,0.27226
3888.2428,0,0.27383,-0.02377,0.27264,0.27741,-0.01028,0.27237
3888.2742,0,0.27574,-0.02932,0.27253,0.27691,-0.01599,0.27242
3888.3106,0,0.27612,-0.03456,0.27193,0.27667,-0.02156,0.27227
3888.3411,0,0.27830,-0.04123,0.27137,0.27716,-0.02746,0.27200
3888.3738,0,0.28012,-0.04680,0.27121,0.27805,-0.03326,0.27177
3888.4098,0,0.28243,-0.05277,0.27035,0.27936,-0.03911,0.27134
3888.4420,0,0.28539,-0.05820,0.26973,0.28117,-0.04484,0.27086
3888.4766,0,0.28601,-0.06278,0.26970,0.28262,-0.05022,0.27051
3888.5078,0,0.28660,-0.06668,0.27001,0.28381,-0.05516,0.27036
3888.5421,0,0.28304,-0.07082,0.27073,0.28358,-0.05986,0.27047
3888.5745,0,0.28332,-0.07506,0.27080,0.28350,-0.06442,0.27057
3888.6057,0,0.28430,-0.07808,0.27062,0.28374,-0.06852,0.27058
3888.6590,0,0.28443,-0.08003,0.27036,0.28395,-0.07197,0.27052
3888.6884,0,0.28159,-0.08315,0.27089,0.28324,-0.07532,0.27063
3888.7300,0,0.28247,-0.08670,0.27106,0.28301,-0.07874,0.27076
3888.7596,0,0.28054,-0.09001,0.27172,0.28227,-0.08212,0.27105
3888.7887,0,0.28040,-0.09359,0.27159,0.28171,-0.08556,0.27121
3888.8185,0,0.27846,-0.09892,0.27128,0.28074,-0.08957,0.27123
3888.8491,0,0.27926,-0.10393,0.27036,0.28029,-0.09388,0.27097
3888.8819,0,0.28018,-0.10820,0.26958,0.28026,-0.09817,0.27055
3888.9161,0,0.27944,-0.11283,0.26870,0.28001,-0.10257,0.27000
3888.9481,0,0.27964,-0.11542,0.26841,0.27990,-0.10643,0.26952
3888.9775,0,0.28213,-0.11921,0.26757,0.28057,-0.11026,0.26893
3889.0077,0,0.28014,-0.12190,0.26791,0.28044,-0.11375,0.26863
3889.0419,0,0.28075,-0.12521,0.26789,0.28053,-0.11719,0.26841
3889.0760,0,0.28045,-0.12892,0.26821,0.28051,-0.12071,0.26835
3889.1064,0,0.27953,-0.13233,0.26898,0.28022,-0.12420,0.26854
3889.1424,0,0.27914,-0.13597,0.26949,0.27989,-0.12773,0.26882
3889.1800,0,0.27997,-0.13946,0.26991,0.27992,-0.13125,0.26915
3889.2101,0,0.28071,-0.14331,0.27013,0.28015,-0.13487,0.26945
3889.2405,0,0.27938,-0.14685,0.27111,0.27992,-0.13846,0.26994
3889.2740,0,0.27875,-0.15035,0.27152,0.27957,-0.14203,0.27042
3889.3066,0,0.27800,-0.15250,0.27230,0.27910,-0.14517,0.27098
3889.3442,0,0.27700,-0.15603,0.27301,0.27847,-0.14843,0.27159
3889.3789,0,0.27704,-0.15882,0.27310,0.27804,-0.15155,0.27205
3889.4087,0,0.27638,-0.16317,0.27344,0.27754,-0.15503,0.27246
3889.4418,0,0.27708,-0.16679,0.27292,0.27740,-0.15856,0.27260
3889.4746,0,0.27755,-0.16969,0.27198,0.27745,-0.16190,0.27241
3889.5061,0,0.27646,-0.17399,0.27176,0.27715,-0.16553,0.27222
3889.5443,0,0.27680,-0.17697,0.27147,0.27704,-0.16896,0.27199
3889.5743,0,0.27440,-0.17951,0.27153,0.27625,-0.17213,0.27185
3889.6063,0,0.27576,-0.18229,0.27147,0.27610,-0.17517,0.27174
3889.6582,0,0.27504,-0.18459,0.27154,0.27578,-0.17800,0.27168
3889.6877,0,0.27491,-0.18684,0.27143,0.27552,-0.18065,0.27160
3889.7187,0,0.27625,-0.18894,0.27104,0.27574,-0.18314,0.27144
3889.7519,0,0.27607,-0.19156,0.27111,0.27584,-0.18566,0.27134
3889.7841,0,0.27592,-0.19437,0.27104,0.27586,-0.18827,0.27125
3889.8136,0,0.27688,-0.19791,0.27103,0.27617,-0.19116,0.27118
3889.8440,0,0.27853,-0.20165,0.27094,0.27688,-0.19431,0.27111
3889.8745,0,0.27726,-0.20519,0.27132,0.27699,-0.19757,0.27117
3889.9070,0,0.27430,-0.20847,0.27229,0.27618,-0.20084,0.27151
3889.9429,0,0.27531,-0.21092,0.27254,0.27592,-0.20387,0.27182
3889.9747,0,0.27440,-0.21375,0.27303,0.27547,-0.20683,0.27218
3890.0093,0,0.27623,-0.21599,0.27315,0.27570,-0.20958,0.27247
3890.0418,0,0.27407,-0.21827,0.27365,0.27521,-0.21219,0.27283
3890.0747,0,0.27470,-0.22107,0.27398,0.27506,-0.21485,0.27317
3890.1067,0,0.27286,-0.22349,0.27447,0.27440,-0.21745,0.27356
3890.1437,0,0.27433,-0.22569,0.27434,0.27438,-0.21992,0.27379
3890.1764,0,0.27184,-0.22825,0.27488,0.27362,-0.22242,0.27412
3890.2073,0,0.27363,-0.23118,0.27480,0.27362,-0.22505,0.27432
3890.2380,0,0.27435,-0.23521,0.27495,0.27384,-0.22809,0.27451
3890.2758,0,0.27461,-0.23659,0.27521,0.27407,-0.23064,0.27472
3890.3087,0,0.27443,-0.23944,0.27516,0.27418,-0.23328,0.27485
3890.3399,0,0.27582,-0.24237,0.27471,0.27467,-0.23601,0.27481
3890.3741,0,0.27612,-0.24318,0.27451,0.27510,-0.23816,0.27472
3890.4066,0,0.27603,-0.24606,0.27444,0.27538,-0.24053,0.27464
3890.4469,0,0.27756,-0.24897,0.27383,0.27604,-0.24306,0.27439
3890.4782,0,0.27600,-0.25166,0.27366,0.27603,-0.24564,0.27417
3890.5088,0,0.27534,-0.25409,0.27350,0.27582,-0.24818,0.27397
3890.5422,0,0.27584,-0.25691,0.27328,0.27583,-0.25080,0.27377
3890.5758,0,0.27573,-0.25935,0.27314,0.27580,-0.25336,0.27358
3890.6087,0,0.27323,-0.26241,0.27339,0.27503,-0.25608,0.27352
3890.6412,0,0.27170,-0.26534,0.27372,0.27403,-0.25885,0.27358
3890.6896,0,0.27286,-0.26828,0.27364,0.27368,-0.26168,0.27360
3890.7213,0,0.27249,-0.27033,0.27354,0.27332,-0.26428,0.27358
3890.7525,0,0.27187,-0.27307,0.27360,0.27289,-0.26691,0.27359
3890.7927,0,0.27333,-0.27560,0.27323,0.27302,-0.26952,0.27348
3890.8238,0,0.27362,-0.27810,0.27288,0.27320,-0.27209,0.27330
3890.8590,0,0.27481,-0.27980,0.27262,0.27368,-0.27441,0.27309
3890.8898,0,0.27362,-0.28202,0.27228,0.27366,-0.27669,0.27285
3890.9203,0,0.27340,-0.28424,0.27224,0.27358,-0.27896,0.27267
3890.9517,0,0.27443,-0.28580,0.27173,0.27384,-0.28101,0.27239
3890.9818,0,0.27486,-0.28688,0.27144,0.27414,-0.28277,0.27210
3891.0117,0,0.27510,-0.28718,0.27135,0.27443,-0.28409,0.27188
3891.0433,0,0.27509,-0.28902,0.27135,0.27463,-0.28557,0.27172
3891.0742,0,0.27362,-0.29060,0.27129,0.27433,-0.28708,0.27159
3891.1067,0,0.27288,-0.29243,0.27131,0.27389,-0.28869,0.27151
3891.1424,0,0.27325,-0.29432,0.27112,0.27370,-0.29038,0.27139
3891.1738,0,0.27381,-0.29497,0.27068,0.27373,-0.29175,0.27118
3891.2055,0,0.27205,-0.29517,0.27097,0.27323,-0.29278,0.27112
3891.2441,0,0.27112,-0.29550,0.27116,0.27260,-0.29360,0.27113
3891.2739,0,0.26991,-0.29553,0.27151,0.27179,-0.29418,0.27124
3891.3114,0,0.27021,-0.29676,0.27160,0.27132,-0.29495,0.27135
3891.3463,0,0.27053,-0.29679,0.27178,0.27108,-0.29550,0.27148
3891.3762,0,0.27097,-0.29702,0.27193,0.27105,-0.29596,0.27161
3891.4066,0,0.27188,-0.29691,0.27172,0.27130,-0.29624,0.27165
3891.4387,0,0.27250,-0.29724,0.27165,0.27166,-0.29654,0.27165
3891.4745,0,0.27142,-0.29702,0.27164,0.27159,-0.29668,0.27164
3891.5069,0,0.27107,-0.29680,0.27146,0.27143,-0.29672,0.27159
3891.5385,0,0.27094,-0.29637,0.27136,0.27128,-0.29662,0.27152
3891.5747,0,0.27044,-0.29588,0.27130,0.27103,-0.29639,0.27145
3891.6071,0,0.26956,-0.29494,0.27126,0.27059,-0.29596,0.27140
3891.6578,0,0.26880,-0.29348,0.27107,0.27005,-0.29522,0.27130
3891.6886,0,0.26891,-0.29112,0.27087,0.26971,-0.29399,0.27117
3891.7205,0,0.26944,-0.28950,0.27037,0.26963,-0.29264,0.27093
3891.7511,0,0.26971,-0.28662,0.26997,0.26966,-0.29083,0.27064
3891.7903,0,0.27051,-0.28373,0.26910,0.26991,-0.28870,0.27018
3891.8211,0,0.27098,-0.28137,0.26849,0.27023,-0.28650,0.26967
3891.8514,0,0.27466,-0.27801,0.26775,0.27156,-0.28395,0.26910
3891.8817,0,0.27033,-0.27609,0.26793,0.27119,-0.28159,0.26875
3891.9142,0,0.27068,-0.27276,0.26839,0.27104,-0.27894,0.26864
3891.9448,0,0.27075,-0.26935,0.26866,0.27095,-0.27606,0.26865
3891.9776,0,0.27196,-0.26622,0.26845,0.27125,-0.27311,0.26859
3892.0086,0,0.27014,-0.26169,0.26878,0.27092,-0.26968,0.26865
3892.0423,0,0.26984,-0.25734,0.26884,0.27059,-0.26598,0.26871
3892.0762,0,0.27296,-0.25313,0.26817,0.27130,-0.26213,0.26855
3892.1154,0,0.27236,-0.24955,0.26775,0.27162,-0.25835,0.26831
3892.1513,0,0.27039,-0.24627,0.26759,0.27125,-0.25473,0.26809
3892.1843,0,0.26913,-0.24362,0.26769,0.27061,-0.25139,0.26797
3892.2172,0,0.26900,-0.24033,0.26783,0.27013,-0.24807,0.26793
3892.2523,0,0.26953,-0.23732,0.26798,0.26995,-0.24485,0.26794
3892.2824,0,0.26908,-0.23437,0.26815,0.26969,-0.24170,0.26801
3892.3151,0,0.27010,-0.23056,0.26827,0.26981,-0.23836,0.26809
3892.3451,0,0.27196,-0.22660,0.26842,0.27046,-0.23483,0.26819
3892.3772,0,0.27209,-0.22235,0.26857,0.27095,-0.23109,0.26830
3892.4089,0,0.27098,-0.21820,0.26876,0.27096,-0.22722,0.26844
3892.4441,0,0.27118,-0.21397,0.26841,0.27102,-0.22324,0.26843
3892.4742,0,0.27163,-0.21025,0.26822,0.27120,-0.21935,0.26837
3892.5104,0,0.27171,-0.20521,0.26821,0.27136,-0.21511,0.26832
3892.5412,0,0.27085,-0.20262,0.26809,0.27121,-0.21136,0.26825
3892.5778,0,0.27207,-0.19912,0.26789,0.27146,-0.20769,0.26814
3892.6085,0,0.27142,-0.19603,0.26795,0.27145,-0.20419,0.26808
3892.6395,0,0.27152,-0.19314,0.26833,0.27147,-0.20088,0.26816
3892.6785,0,0.27233,-0.18989,0.26860,0.27173,-0.19758,0.26829
3892.7084,0,0.27285,-0.18678,0.26887,0.27207,-0.19434,0.26846
3892.7390,0,0.27196,-0.18372,0.26948,0.27204,-0.19116,0.26877
3892.7742,0,0.27165,-0.17992,0.26961,0.27192,-0.18779,0.26902
3892.8059,0,0.27068,-0.17715,0.26988,0.27155,-0.18460,0.26928
3892.8381,0,0.27134,-0.17282,0.27002,0.27149,-0.18106,0.26950
3892.8745,0,0.27137,-0.17055,0.26974,0.27145,-0.17791,0.26957
3892.9070,0,0.27204,-0.16561,0.26966,0.27163,-0.17422,0.26960
3892.9402,0,0.27105,-0.16107,0.26965,0.27145,-0.17027,0.26961
3892.9754,0,0.26953,-0.15668,0.26994,0.27088,-0.16619,0.26971
3893.0063,0,0.26891,-0.15238,0.26986,0.27029,-0.16205,0.26976
3893.0380,0,0.26852,-0.14889,0.26990,0.26976,-0.15810,0.26980
3893.0769,0,0.26889,-0.14554,0.26971,0.26949,-0.15433,0.26977
3893.1104,0,0.26755,-0.14175,0.26976,0.26891,-0.15056,0.26977
3893.1426,0,0.26938,-0.13883,0.26926,0.26905,-0.14704,0.26962
3893.1752,0,0.26895,-0.13547,0.26937,0.26902,-0.14357,0.26954
3893.2072,0,0.27023,-0.13036,0.26905,0.26939,-0.13961,0.26940
3893.2384,0,0.27406,-0.12321,0.26861,0.27079,-0.13469,0.26916
3893.2749,0,0.27444,-0.11653,0.26844,0.27188,-0.12924,0.26895
3893.3096,0,0.27511,-0.11022,0.26800,0.27285,-0.12353,0.26866
3893.3481,0,0.27680,-0.10659,0.26727,0.27403,-0.11845,0.26824
3893.3814,0,0.27812,-0.10379,0.26689,0.27526,-0.11405,0.26784
3893.4113,0,0.27892,-0.10048,0.26692,0.27636,-0.10998,0.26756
3893.4421,0,0.28152,-0.09582,0.26650,0.27790,-0.10573,0.26724
3893.4744,0,0.27967,-0.09092,0.26637,0.27844,-0.10129,0.26698
3893.5073,0,0.27894,-0.08691,0.26629,0.27859,-0.09698,0.26677
3893.5372,0,0.27875,-0.08214,0.26640,0.27864,-0.09253,0.26666
3893.5747,0,0.27789,-0.07681,0.26675,0.27841,-0.08781,0.26669
3893.6069,0,0.27608,-0.07152,0.26741,0.27771,-0.08292,0.26690
3893.6565,0,0.27236,-0.06699,0.26830,0.27611,-0.07814,0.26732
3893.6871,0,0.27364,-0.06217,0.26859,0.27537,-0.07335,0.26770
3893.7197,0,0.27518,-0.05761,0.26877,0.27531,-0.06863,0.26802
3893.7522,0,0.27463,-0.05383,0.26918,0.27511,-0.06419,0.26837
3893.7831,0,0.27472,-0.04918,0.26923,0.27499,-0.05968,0.26863
3893.8156,0,0.27491,-0.04594,0.26921,0.27497,-0.05556,0.26880
3893.8463,0,0.27546,-0.04200,0.26890,0.27511,-0.05149,0.26883
3893.8771,0,0.27540,-0.03817,0.26873,0.27520,-0.04750,0.26880
3893.9081,0,0.27556,-0.03411,0.26880,0.27531,-0.04348,0.26880
3893.9389,0,0.27837,-0.03016,0.26828,0.27623,-0.03948,0.26865
3893.9766,0,0.27770,-0.02582,0.26819,0.27667,-0.03538,0.26851
3894.0063,0,0.27891,-0.02151,0.26761,0.27734,-0.03122,0.26824
3894.0382,0,0.27971,-0.01743,0.26754,0.27805,-0.02708,0.26803
3894.0735,0,0.28017,-0.01397,0.26738,0.27869,-0.02315,0.26783
3894.1145,0,0.28268,-0.00961,0.26707,0.27988,-0.01909,0.26760
3894.1444,0,0.28383,-0.00543,0.26696,0.28107,-0.01499,0.26741
3894.1752,0,0.28480,0.00006,0.26647,0.28219,-0.01048,0.26713
3894.2069,0,0.28245,0.00454,0.26663,0.28227,-0.00597,0.26698
3894.2402,0,0.28313,0.00894,0.26661,0.28253,-0.00150,0.26687
3894.2749,0,0.28264,0.01403,0.26631,0.28256,0.00316,0.26670
3894.3075,0,0.28334,0.01816,0.26606,0.28279,0.00766,0.26651
3894.3418,0,0.28324,0.02205,0.26556,0.28293,0.01198,0.26622
3894.3730,0,0.28533,0.02601,0.26502,0.28365,0.01619,0.26586
3894.4134,0,0.28794,0.02984,0.26388,0.28493,0.02028,0.26527
3894.4442,0,0.28437,0.03228,0.26396,0.28476,0.02388,0.26488
3894.4750,0,0.28370,0.03505,0.26405,0.28445,0.02723,0.26463
3894.5088,0,0.28335,0.03825,0.26430,0.28412,0.03054,0.26453
3894.5403,0,0.28619,0.04245,0.26412,0.28474,0.03411,0.26441
3894.5738,0,0.28611,0.04649,0.26508,0.28515,0.03783,0.26461
3894.6059,0,0.28326,0.04992,0.26589,0.28458,0.04145,0.26499
3894.6603,0,0.28185,0.05215,0.26634,0.28376,0.04466,0.26540
3894.6916,0,0.28142,0.05488,0.26670,0.28306,0.04773,0.26579
3894.7217,0,0.27926,0.05700,0.26705,0.28192,0.05051,0.26617
3894.7516,0,0.27736,0.05947,0.26759,0.28055,0.05320,0.26660
3894.7812,0,0.27854,0.06176,0.26740,0.27995,0.05577,0.26684
3894.8168,0,0.28054,0.06547,0.26781,0.28013,0.05868,0.26713
3894.8468,0,0.28145,0.06975,0.26763,0.28052,0.06200,0.26728
3894.8772,0,0.27960,0.07275,0.26763,0.28024,0.06523,0.26738
3894.9108,0,0.28059,0.07534,0.26702,0.28035,0.06826,0.26728
3894.9462,0,0.28086,0.07781,0.26667,0.28050,0.07112,0.26709
3894.9766,0,0.28327,0.08102,0.26604,0.28133,0.07409,0.26678
3895.0069,0,0.28542,0.08430,0.26528,0.28256,0.07715,0.26633
3895.0391,0,0.29008,0.08876,0.26423,0.28481,0.08064,0.26570
3895.0752,0,0.28967,0.09232,0.26441,0.28627,0.08414,0.26531
3895.1067,0,0.29115,0.09728,0.26383,0.28773,0.08808,0.26486
3895.1380,0,0.28674,0.10012,0.26462,0.28744,0.09169,0.26479
3895.1785,0,0.28965,0.10460,0.26445,0.28810,0.09557,0.26469
3895.2098,0,0.29203,0.10853,0.26420,0.28928,0.09946,0.26454
3895.2407,0,0.28896,0.11304,0.26538,0.28918,0.10353,0.26480
3895.2753,0,0.28982,0.11718,0.26540,0.28937,0.10763,0.26498
3895.3074,0,0.28710,0.12062,0.26625,0.28869,0.11152,0.26536
3895.3379,0,0.28676,0.12262,0.26647,0.28811,0.11485,0.26569
3895.3703,0,0.29014,0.12574,0.26629,0.28872,0.11812,0.26587
3895.4062,0,0.28925,0.12946,0.26704,0.28888,0.12152,0.26622
3895.4390,0,0.29242,0.13267,0.26682,0.28994,0.12487,0.26640
3895.4698,0,0.29035,0.13470,0.26740,0.29006,0.12781,0.26670
3895.5064,0,0.29307,0.13748,0.26726,0.29097,0.13071,0.26687
3895.5394,0,0.29457,0.14144,0.26682,0.29205,0.13393,0.26685
3895.5734,0,0.29211,0.14597,0.26771,0.29207,0.13754,0.26711
3895.6061,0,0.29271,0.14922,0.26797,0.29226,0.14105,0.26737
3895.6564,0,0.29285,0.15338,0.26831,0.29244,0.14475,0.26765
3895.6875,0,0.29330,0.15685,0.26842,0.29270,0.14838,0.26788
3895.7177,0,0.29101,0.16043,0.26927,0.29219,0.15199,0.26830
3895.7515,0,0.29194,0.16407,0.26919,0.29211,0.15562,0.26857
3895.7839,0,0.29326,0.16805,0.26958,0.29246,0.15935,0.26887
3895.8162,0,0.29256,0.17191,0.26985,0.29249,0.16311,0.26916
3895.8485,0,0.29483,0.17439,0.26966,0.29319,0.16650,0.26931
3895.8785,0,0.29334,0.17785,0.26976,0.29324,0.16990,0.26945
3895.9086,0,0.29279,0.18073,0.26933,0.29310,0.17315,0.26941
3895.9424,0,0.29124,0.18448,0.26909,0.29255,0.17655,0.26932
3895.9740,0,0.28802,0.18791,0.26899,0.29119,0.17996,0.26922
3896.0068,0,0.28949,0.19202,0.26833,0.29068,0.18358,0.26895
3896.0390,0,0.28754,0.19578,0.26846,0.28974,0.18724,0.26880
3896.0751,0,0.28615,0.20021,0.26870,0.28866,0.19113,0.26877
3896.1066,0,0.28636,0.20498,0.26849,0.28797,0.19528,0.26869
3896.1382,0,0.28709,0.21001,0.26833,0.28771,0.19970,0.26858
3896.1733,0,0.28696,0.21394,0.26819,0.28748,0.20397,0.26846
3896.2087,0,0.28602,0.21737,0.26844,0.28705,0.20799,0.26846
3896.2383,0,0.28747,0.22065,0.26814,0.28717,0.21179,0.26836
3896.2741,0,0.28830,0.22436,0.26776,0.28751,0.21556,0.26818
3896.3105,0,0.28871,0.22756,0.26725,0.28787,0.21916,0.26790
3896.3445,0,0.28753,0.23068,0.26715,0.28777,0.22262,0.26768
3896.3744,0,0.28549,0.23380,0.26725,0.28708,0.22597,0.26755
3896.4073,0,0.28512,0.23656,0.26740,0.28649,0.22915,0.26750
3896.4390,0,0.28334,0.23945,0.26811,0.28555,0.23224,0.26769
3896.4703,0,0.28222,0.24285,0.26886,0.28455,0.23542,0.26804
3896.5057,0,0.28305,0.24619,0.26913,0.28410,0.23865,0.26837
3896.5391,0,0.28345,0.24928,0.26889,0.28390,0.24184,0.26852
3896.5711,0,0.28398,0.25264,0.26896,0.28393,0.24508,0.26865
3896.6073,0,0.28527,0.25587,0.26857,0.28433,0.24832,0.26863
3896.6561,0,0.28466,0.25916,0.26828,0.28443,0.25157,0.26852
3896.6867,0,0.28334,0.26210,0.26842,0.28410,0.25473,0.26849
3896.7200,0,0.28161,0.26488,0.26824,0.28336,0.25778,0.26842
3896.7534,0,0.28155,0.26811,0.26814,0.28282,0.26088,0.26833
3896.7906,0,0.28139,0.27047,0.26814,0.28239,0.26375,0.26827
3896.8206,0,0.28204,0.27325,0.26806,0.28228,0.26660,0.26821
3896.8532,0,0.28173,0.27699,0.26814,0.28212,0.26972,0.26819
3896.8914,0,0.28018,0.27968,0.26824,0.28154,0.27271,0.26820
3896.9216,0,0.27996,0.28347,0.26839,0.28106,0.27593,0.26826
3896.9527,0,0.27821,0.28677,0.26874,0.28021,0.27918,0.26840
3896.9853,0,0.27800,0.29012,0.26905,0.27955,0.28246,0.26860
3897.0161,0,0.27819,0.29208,0.26904,0.27914,0.28535,0.26873
3897.0461,0,0.27834,0.29491,0.26887,0.27890,0.28822,0.26877
3897.0825,0,0.27726,0.29681,0.26882,0.27841,0.29080,0.26879
3897.1125,0,0.27665,0.29952,0.26885,0.27788,0.29341,0.26880
3897.1426,0,0.27701,0.30195,0.26891,0.27762,0.29598,0.26884
3897.1745,0,0.27685,0.30358,0.26950,0.27739,0.29826,0.26904
3897.2077,0,0.27729,0.30610,0.26987,0.27736,0.30061,0.26929
3897.2376,0,0.27632,0.30827,0.27036,0.27705,0.30291,0.26961
3897.2720,0,0.27412,0.31000,0.27117,0.27617,0.30504,0.27008
3897.3065,0,0.27353,0.31219,0.27133,0.27538,0.30718,0.27045
3897.3441,0,0.27117,0.31474,0.27207,0.27411,0.30945,0.27094
3897.3734,0,0.27318,0.31682,0.27190,0.27383,0.31166,0.27123
3897.4071,0,0.27314,0.31926,0.27202,0.27363,0.31394,0.27146
3897.4383,0,0.27264,0.32202,0.27196,0.27333,0.31636,0.27161
3897.4709,0,0.27229,0.32528,0.27192,0.27302,0.31904,0.27171
3897.5075,0,0.27226,0.32815,0.27171,0.27279,0.32177,0.27171
3897.5383,0,0.27369,0.33094,0.27116,0.27306,0.32452,0.27154
3897.5711,0,0.27387,0.33374,0.27118,0.27330,0.32729,0.27143
3897.6077,0,0.27343,0.33626,0.27108,0.27334,0.32998,0.27133
3897.6575,0,0.27304,0.33932,0.27127,0.27325,0.33278,0.27131
3897.6921,0,0.27026,0.34208,0.27185,0.27235,0.33557,0.27147
3897.7242,0,0.27033,0.34474,0.27218,0.27175,0.33832,0.27169
3897.7538,0,0.27080,0.34734,0.27221,0.27146,0.34103,0.27184
3897.7854,0,0.27076,0.35046,0.27216,0.27125,0.34386,0.27194
3897.8154,0,0.27065,0.35310,0.27252,0.27107,0.34663,0.27211
3897.8459,0,0.26954,0.35511,0.27259,0.27061,0.34918,0.27226
3897.8753,0,0.26990,0.35735,0.27217,0.27040,0.35163,0.27223
3897.9068,0,0.26820,0.35942,0.27222,0.26974,0.35397,0.27223
3897.9387,0,0.26837,0.36145,0.27135,0.26933,0.35621,0.27196
3897.9704,0,0.26743,0.36204,0.27137,0.26876,0.35796,0.27179
3898.0066,0,0.26702,0.36292,0.27097,0.26824,0.35945,0.27154
3898.0383,0,0.26845,0.36243,0.27071,0.26830,0.36034,0.27129
3898.0701,0,0.26788,0.36267,0.27040,0.26818,0.36104,0.27102
3898.1067,0,0.26643,0.36212,0.27039,0.26765,0.36137,0.27083
3898.1401,0,0.26572,0.36249,0.27052,0.26707,0.36170,0.27074
3898.1709,0,0.26680,0.36217,0.27006,0.26699,0.36184,0.27054
3898.2111,0,0.26810,0.36131,0.26996,0.26732,0.36169,0.27036
3898.2427,0,0.26727,0.36025,0.27012,0.26731,0.36125,0.27029
3898.2731,0,0.26738,0.35696,0.27029,0.26733,0.35996,0.27029
3898.3065,0,0.26582,0.35354,0.27106,0.26688,0.35804,0.27052
3898.3411,0,0.27029,0.34821,0.27019,0.26790,0.35509,0.27042
3898.3730,0,0.26953,0.34153,0.27033,0.26839,0.35102,0.27039
3898.4076,0,0.27217,0.33525,0.26917,0.26952,0.34629,0.27003
3898.4450,0,0.27242,0.32862,0.26921,0.27039,0.34099,0.26978
3898.4751,0,0.27140,0.32285,0.26962,0.27069,0.33555,0.26973
3898.5072,0,0.27072,0.31691,0.26983,0.27070,0.32995,0.26976
3898.5388,0,0.27056,0.31111,0.26964,0.27066,0.32430,0.26972
3898.5712,0,0.26830,0.30495,0.26969,0.26995,0.31849,0.26971
3898.6065,0,0.26986,0.29916,0.26921,0.26992,0.31269,0.26956
3898.6572,0,0.27125,0.29360,0.26899,0.27032,0.30697,0.26939
