t,seg,rx,ry,rz,fx,fy,fz
3940.0312,0,0.29308,-0.05486,0.27096,0.29601,-0.04225,0.28145
3940.0625,0,0.28899,-0.06005,0.26631,0.29390,-0.04759,0.27690
3940.0955,0,0.29096,-0.06480,0.26093,0.29302,-0.05275,0.27211
3940.1323,0,0.28929,-0.06817,0.25636,0.29190,-0.05738,0.26739
3940.1633,0,0.28676,-0.07089,0.25210,0.29036,-0.06143,0.26280
3940.1964,0,0.28113,-0.07244,0.24751,0.28759,-0.06473,0.25821
3940.2275,0,0.27783,-0.07353,0.24247,0.28466,-0.06737,0.25349
3940.2632,0,0.27580,-0.07571,0.23657,0.28200,-0.06987,0.24841
3940.2956,0,0.27595,-0.07620,0.23056,0.28019,-0.07177,0.24306
3940.3303,0,0.27799,-0.07493,0.22463,0.27953,-0.07272,0.23753
3940.3635,0,0.28027,-0.07289,0.21798,0.27975,-0.07277,0.23166
3940.3963,0,0.27664,-0.06926,0.21275,0.27882,-0.07172,0.22599
3940.4278,0,0.27653,-0.06271,0.20724,0.27813,-0.06901,0.22036
3940.4631,0,0.27510,-0.05862,0.20178,0.27722,-0.06590,0.21479
3940.4954,0,0.26810,-0.05531,0.19757,0.27449,-0.06272,0.20962
3940.5278,0,0.26348,-0.05180,0.19310,0.27118,-0.05944,0.20467
3940.5636,0,0.26261,-0.04592,0.18877,0.26861,-0.05539,0.19990
3940.5982,0,0.25880,-0.04059,0.18552,0.26567,-0.05095,0.19558
3940.6280,0,0.25925,-0.03350,0.18208,0.26374,-0.04571,0.19153
3940.6611,0,0.25839,-0.02626,0.17847,0.26214,-0.03988,0.18761
3940.6948,0,0.25460,-0.01965,0.17599,0.25988,-0.03381,0.18413
3940.7287,0,0.25477,-0.01330,0.17304,0.25834,-0.02766,0.18080
3940.7599,0,0.25336,-0.00375,0.17112,0.25685,-0.02049,0.17790
3940.7962,0,0.25224,0.00629,0.16886,0.25547,-0.01245,0.17518
3940.8352,0,0.24737,0.01654,0.16865,0.25304,-0.00375,0.17322
3940.8671,0,0.24551,0.02587,0.16809,0.25078,0.00513,0.17168
3940.8966,0,0.24931,0.03676,0.16669,0.25034,0.01462,0.17019
3940.9281,0,0.24774,0.04648,0.16671,0.24956,0.02418,0.16914
3940.9593,0,0.24678,0.05524,0.16617,0.24872,0.03350,0.16825
3940.9969,0,0.24708,0.06448,0.16570,0.24823,0.04279,0.16749
3941.0278,0,0.24579,0.07427,0.16583,0.24750,0.05224,0.16699
3941.0614,0,0.24759,0.08300,0.16616,0.24753,0.06146,0.16674
3941.0950,0,0.24328,0.09166,0.16778,0.24625,0.07052,0.16705
3941.1278,0,0.24144,0.09867,0.16982,0.24481,0.07897,0.16788
3941.1602,0,0.24166,0.10717,0.17224,0.24386,0.08743,0.16919
3941.1968,0,0.24406,0.11349,0.17502,0.24392,0.09525,0.17094
3941.2277,0,0.24731,0.11943,0.17840,0.24494,0.10250,0.17318
3941.2593,0,0.25306,0.12724,0.18247,0.24738,0.10992,0.17596
3941.2968,0,0.25628,0.13190,0.18711,0.25005,0.11652,0.17931
3941.3279,0,0.25914,0.13685,0.19247,0.25277,0.12262,0.18326
3941.3593,0,0.26282,0.14107,0.19792,0.25579,0.12815,0.18765
3941.3962,0,0.26700,0.14387,0.20380,0.25915,0.13287,0.19250
3941.4283,0,0.27041,0.14633,0.21029,0.26253,0.13691,0.19784
3941.4610,0,0.27148,0.14819,0.21697,0.26521,0.14029,0.20358
3941.4970,0,0.27036,0.14925,0.22365,0.26676,0.14298,0.20960
3941.5273,0,0.27384,0.15033,0.23039,0.26888,0.14518,0.21584
3941.5642,0,0.27456,0.15085,0.23685,0.27059,0.14688,0.22214
3941.5958,0,0.27487,0.14959,0.24342,0.27187,0.14769,0.22852
3941.6278,0,0.27833,0.14988,0.24999,0.27381,0.14835,0.23496
3941.6597,0,0.27942,0.14842,0.25666,0.27549,0.14837,0.24147
3941.6949,0,0.28404,0.14782,0.26269,0.27806,0.14821,0.24784
3941.7275,0,0.28408,0.14660,0.26980,0.27986,0.14772,0.25443
3941.7587,0,0.28479,0.14514,0.27637,0.28134,0.14695,0.26101
3941.7962,0,0.28456,0.14276,0.28281,0.28231,0.14569,0.26755
3941.8276,0,0.29257,0.13879,0.28802,0.28539,0.14362,0.27369
3941.8603,0,0.29519,0.13437,0.29308,0.28833,0.14085,0.27951
3941.9061,0,0.29447,0.12950,0.29901,0.29017,0.13744,0.28536
3941.9374,0,0.29372,0.12461,0.30432,0.29123,0.13359,0.29105
3941.9712,0,0.29284,0.11932,0.30969,0.29172,0.12931,0.29664
3942.0021,0,0.29636,0.11200,0.31357,0.29311,0.12412,0.30172
3942.0353,0,0.29948,0.10586,0.31754,0.29502,0.11864,0.30646
3942.0653,0,0.30317,0.09881,0.31996,0.29747,0.11269,0.31051
3942.0972,0,0.30537,0.08898,0.32246,0.29984,0.10558,0.31410
3942.1282,0,0.30654,0.08156,0.32528,0.30185,0.09837,0.31745
3942.1613,0,0.30579,0.07414,0.32763,0.30303,0.09110,0.32050
3942.1969,0,0.30691,0.06500,0.32859,0.30419,0.08327,0.32293
3942.2278,0,0.30712,0.05687,0.32877,0.30507,0.07535,0.32468
3942.2603,0,0.30796,0.04874,0.32820,0.30594,0.06737,0.32574
3942.3022,0,0.30818,0.04126,0.32744,0.30661,0.05954,0.32625
3942.3325,0,0.30718,0.03221,0.32695,0.30678,0.05134,0.32646
3942.3631,0,0.30572,0.02345,0.32575,0.30646,0.04297,0.32624
3942.3967,0,0.30614,0.01549,0.32394,0.30637,0.03473,0.32555
3942.4298,0,0.30853,0.00912,0.32125,0.30702,0.02705,0.32426
3942.4617,0,0.31208,0.00226,0.31781,0.30854,0.01961,0.32232
3942.4979,0,0.31489,-0.00458,0.31424,0.31044,0.01235,0.31990
3942.5312,0,0.31573,-0.01208,0.31111,0.31203,0.00502,0.31726
3942.5633,0,0.31778,-0.01867,0.30703,0.31375,-0.00209,0.31419
3942.5976,0,0.31455,-0.02485,0.30351,0.31399,-0.00892,0.31099
3942.6418,0,0.31592,-0.02976,0.29907,0.31457,-0.01517,0.30741
3942.6830,0,0.31517,-0.03438,0.29585,0.31475,-0.02093,0.30394
3942.7127,0,0.31230,-0.03916,0.29259,0.31402,-0.02640,0.30054
3942.7433,0,0.31187,-0.04469,0.28782,0.31337,-0.03189,0.29672
3942.7751,0,0.31394,-0.04955,0.28161,0.31354,-0.03719,0.29219
3942.8064,0,0.30991,-0.05458,0.27613,0.31245,-0.04240,0.28737
3942.8379,0,0.30593,-0.06000,0.27081,0.31050,-0.04768,0.28240
3942.8759,0,0.31013,-0.06257,0.26430,0.31039,-0.05215,0.27697
3942.9075,0,0.31124,-0.06765,0.25836,0.31064,-0.05680,0.27139
3942.9397,0,0.30378,-0.06989,0.25372,0.30858,-0.06073,0.26609
3942.9706,0,0.29762,-0.07195,0.24874,0.30529,-0.06410,0.26089
3943.0051,0,0.29200,-0.07445,0.24285,0.30131,-0.06720,0.25547
3943.0355,0,0.29017,-0.07589,0.23640,0.29797,-0.06981,0.24975
3943.0676,0,0.28926,-0.07790,0.22968,0.29535,-0.07224,0.24373
3943.1040,0,0.29405,-0.07524,0.22326,0.29496,-0.07314,0.23759
3943.1371,0,0.29318,-0.07380,0.21769,0.29443,-0.07333,0.23162
3943.1673,0,0.28982,-0.07081,0.21225,0.29305,-0.07258,0.22581
3943.1982,0,0.28996,-0.06584,0.20640,0.29212,-0.07056,0.21999
3943.2286,0,0.28705,-0.06255,0.20135,0.29060,-0.06816,0.21440
3943.2601,0,0.28314,-0.05895,0.19624,0.28836,-0.06539,0.20895
3943.2958,0,0.27769,-0.05472,0.19106,0.28516,-0.06219,0.20358
3943.3286,0,0.27795,-0.04911,0.18588,0.28300,-0.05827,0.19827
3943.3606,0,0.27417,-0.04322,0.18047,0.28035,-0.05375,0.19293
3943.3976,0,0.27164,-0.03781,0.17530,0.27774,-0.04897,0.18764
3943.4284,0,0.27024,-0.03055,0.17097,0.27549,-0.04345,0.18264
3943.4594,0,0.27194,-0.02134,0.16712,0.27442,-0.03681,0.17798
3943.4955,0,0.26648,-0.01338,0.16548,0.27204,-0.02978,0.17423
3943.5292,0,0.26137,-0.00334,0.16466,0.26884,-0.02185,0.17136
3943.5620,0,0.26333,0.00612,0.16295,0.26719,-0.01346,0.16884
3943.5971,0,0.26037,0.01596,0.16243,0.26514,-0.00463,0.16691
3943.6313,0,0.25688,0.02442,0.16221,0.26266,0.00408,0.16550
3943.6684,0,0.25781,0.03473,0.16122,0.26121,0.01328,0.16422
3943.7020,0,0.26061,0.04596,0.16017,0.26103,0.02308,0.16300
3943.7325,0,0.25704,0.05399,0.16064,0.25983,0.03235,0.16229
3943.7628,0,0.26106,0.06362,0.16077,0.26020,0.04173,0.16184
3943.7953,0,0.25968,0.07313,0.16210,0.26004,0.05115,0.16191
3943.8287,0,0.26255,0.08273,0.16268,0.26080,0.06062,0.16214
3943.8591,0,0.26007,0.09227,0.16516,0.26058,0.07012,0.16305
3943.8960,0,0.25775,0.10081,0.16803,0.25973,0.07933,0.16454
3943.9283,0,0.25808,0.10998,0.17039,0.25923,0.08852,0.16630
3943.9607,0,0.26169,0.11620,0.17389,0.25997,0.09683,0.16857
3943.9908,0,0.26527,0.12283,0.17788,0.26156,0.10463,0.17137
3944.0281,0,0.26628,0.12903,0.18279,0.26297,0.11195,0.17479
3944.0598,0,0.26722,0.13321,0.18822,0.26425,0.11833,0.17882
3944.0915,0,0.27150,0.13641,0.19361,0.26642,0.12375,0.18326
3944.1340,0,0.27497,0.13969,0.19945,0.26899,0.12853,0.18811
3944.1671,0,0.27601,0.14291,0.20576,0.27109,0.13284,0.19341
3944.1969,0,0.27853,0.14346,0.21198,0.27332,0.13603,0.19898
3944.2276,0,0.28150,0.14337,0.21798,0.27578,0.13823,0.20468
3944.2604,0,0.28152,0.14265,0.22418,0.27750,0.13956,0.21053
3944.2958,0,0.28290,0.14151,0.23030,0.27912,0.14014,0.21646
3944.3274,0,0.28252,0.14034,0.23677,0.28014,0.14020,0.22256
3944.3604,0,0.28563,0.13793,0.24326,0.28179,0.13952,0.22877
3944.3957,0,0.28709,0.13552,0.25007,0.28338,0.13832,0.23516
3944.4331,0,0.28777,0.13273,0.25658,0.28470,0.13664,0.24159
3944.4640,0,0.29610,0.12858,0.26187,0.28812,0.13422,0.24767
3944.4965,0,0.29935,0.12270,0.26817,0.29149,0.13077,0.25382
3944.5290,0,0.29646,0.11492,0.27450,0.29298,0.12601,0.26002
3944.5619,0,0.29672,0.10763,0.28065,0.29410,0.12050,0.26621
3944.5996,0,0.29742,0.09986,0.28576,0.29510,0.11431,0.27207
3944.6292,0,0.30063,0.09219,0.29014,0.29676,0.10767,0.27749
3944.6607,0,0.30025,0.08142,0.29397,0.29781,0.09980,0.28244
3944.6960,0,0.30063,0.07192,0.29680,0.29865,0.09143,0.28675
3944.7277,0,0.30277,0.06314,0.29900,0.29989,0.08294,0.29042
3944.7604,0,0.29854,0.05309,0.30156,0.29948,0.07399,0.29376
3944.8007,0,0.29665,0.04412,0.30381,0.29863,0.06503,0.29678
3944.8330,0,0.29513,0.03503,0.30536,0.29758,0.05603,0.29935
3944.8630,0,0.29805,0.02642,0.30569,0.29772,0.04715,0.30125
3944.8947,0,0.29593,0.01706,0.30669,0.29718,0.03812,0.30289
3944.9279,0,0.29588,0.00795,0.30624,0.29679,0.02907,0.30389
3944.9608,0,0.29743,0.00030,0.30567,0.29698,0.02044,0.30443
3944.9918,0,0.30436,-0.00891,0.30305,0.29919,0.01164,0.30401
3945.0275,0,0.30731,-0.01762,0.30040,0.30163,0.00286,0.30293
3945.0599,0,0.30695,-0.02639,0.29717,0.30323,-0.00592,0.30120
3945.0923,0,0.30712,-0.03455,0.29312,0.30440,-0.01451,0.29878
3945.1286,0,0.30178,-0.04334,0.28942,0.30361,-0.02315,0.29597
3945.1615,0,0.30404,-0.05153,0.28472,0.30374,-0.03167,0.29260
3945.1929,0,0.30498,-0.05874,0.28018,0.30411,-0.03979,0.28887
3945.2279,0,0.29708,-0.06456,0.27803,0.30200,-0.04722,0.28562
3945.2659,0,0.29779,-0.07172,0.27371,0.30074,-0.05457,0.28205
3945.2986,0,0.30351,-0.07380,0.26827,0.30157,-0.06034,0.27791
3945.3301,0,0.30624,-0.07670,0.26375,0.30297,-0.06525,0.27366
3945.3637,0,0.30390,-0.07993,0.26003,0.30325,-0.06965,0.26957
3945.4037,0,0.30417,-0.08287,0.25615,0.30353,-0.07362,0.26555
3945.4341,0,0.29772,-0.08477,0.25361,0.30179,-0.07696,0.26196
3945.4724,0,0.29294,-0.08503,0.25034,0.29913,-0.07938,0.25848
3945.5061,0,0.28905,-0.08863,0.24594,0.29611,-0.08216,0.25471
3945.5392,0,0.28711,-0.09073,0.24180,0.29341,-0.08473,0.25084
3945.5711,0,0.28431,-0.09388,0.23703,0.29068,-0.08747,0.24670
3945.6025,0,0.28263,-0.09673,0.23286,0.28826,-0.09025,0.24255
3945.6551,0,0.28153,-0.09905,0.22981,0.28624,-0.09289,0.23872
3945.6846,0,0.28199,-0.09894,0.22770,0.28497,-0.09471,0.23542
3945.7183,0,0.28018,-0.09791,0.22652,0.28353,-0.09567,0.23275
3945.7492,0,0.28100,-0.09776,0.22477,0.28277,-0.09630,0.23035
3945.7828,0,0.28227,-0.09631,0.22295,0.28262,-0.09630,0.22813
3945.8125,0,0.28205,-0.09478,0.22174,0.28245,-0.09584,0.22621
3945.8434,0,0.28180,-0.09082,0.22074,0.28225,-0.09434,0.22457
3945.8757,0,0.28174,-0.08715,0.22034,0.28210,-0.09218,0.22330
3945.9099,0,0.28524,-0.08301,0.21941,0.28304,-0.08943,0.22213
3945.9407,0,0.28383,-0.07821,0.21912,0.28328,-0.08607,0.22123
3945.9830,0,0.28054,-0.07027,0.21891,0.28245,-0.08133,0.22053
3946.0129,0,0.27809,-0.06198,0.21856,0.28115,-0.07552,0.21994
3946.0466,0,0.27643,-0.05221,0.21798,0.27973,-0.06853,0.21935
3946.0868,0,0.27686,-0.04061,0.21802,0.27887,-0.06015,0.21895
3946.1181,0,0.27954,-0.02708,0.21719,0.27907,-0.05023,0.21842
3946.1515,0,0.28242,-0.01404,0.21697,0.28008,-0.03937,0.21799
3946.1848,0,0.28573,-0.00056,0.21624,0.28177,-0.02773,0.21746
3946.2179,0,0.28520,0.01448,0.21694,0.28280,-0.01507,0.21731
3946.2522,0,0.28653,0.03082,0.21705,0.28392,-0.00130,0.21723
3946.2819,0,0.28902,0.04671,0.21628,0.28545,0.01310,0.21694
3946.3137,0,0.29140,0.06508,0.21564,0.28724,0.02869,0.21655
3946.3457,0,0.29070,0.07930,0.21561,0.28827,0.04388,0.21627
3946.3761,0,0.28874,0.09382,0.21607,0.28841,0.05886,0.21621
3946.4104,0,0.28406,0.10527,0.21686,0.28711,0.07278,0.21640
3946.4420,0,0.28264,0.11603,0.21870,0.28577,0.08576,0.21709
3946.4769,0,0.28671,0.12337,0.21906,0.28605,0.09704,0.21768
3946.5082,0,0.28710,0.12927,0.21936,0.28637,0.10671,0.21819
3946.5451,0,0.28978,0.13024,0.21944,0.28739,0.11377,0.21856
3946.5773,0,0.28935,0.12779,0.21968,0.28798,0.11797,0.21890
3946.6150,0,0.28944,0.12180,0.21953,0.28842,0.11912,0.21909
3946.6461,0,0.28912,0.11498,0.21869,0.28863,0.11788,0.21897
3946.6766,0,0.28651,0.10586,0.21760,0.28799,0.11427,0.21856
3946.7111,0,0.28569,0.09602,0.21725,0.28730,0.10880,0.21817
3946.7437,0,0.28766,0.08527,0.21647,0.28741,0.10174,0.21766
3946.7760,0,0.28800,0.07210,0.21585,0.28759,0.09285,0.21712
3946.8064,0,0.28881,0.06014,0.21558,0.28795,0.08303,0.21665
3946.8384,0,0.28681,0.04614,0.21557,0.28761,0.07197,0.21633
3946.8741,0,0.28520,0.03300,0.21597,0.28689,0.06027,0.21622
3946.9078,0,0.28658,0.01982,0.21675,0.28679,0.04814,0.21638
3946.9418,0,0.28573,0.00677,0.21712,0.28648,0.03573,0.21660
3946.9728,0,0.28577,-0.00719,0.21818,0.28626,0.02285,0.21708
3947.0072,0,0.28556,-0.01982,0.21948,0.28605,0.01005,0.21780
3947.0397,0,0.28720,-0.03350,0.22150,0.28640,-0.00301,0.21891
3947.0757,0,0.28239,-0.04885,0.22297,0.28520,-0.01676,0.22013
3947.1061,0,0.28317,-0.06225,0.22418,0.28459,-0.03041,0.22134
3947.1388,0,0.28084,-0.07511,0.22533,0.28346,-0.04382,0.22254
3947.1766,0,0.28098,-0.08911,0.22530,0.28272,-0.05741,0.22337
3947.2070,0,0.28285,-0.10076,0.22508,0.28276,-0.07041,0.22388
3947.2374,0,0.28394,-0.11068,0.22552,0.28311,-0.08249,0.22437
3947.2745,0,0.28382,-0.11866,0.22578,0.28332,-0.09334,0.22479
3947.3052,0,0.28565,-0.12547,0.22607,0.28402,-0.10298,0.22518
3947.3365,0,0.28318,-0.13347,0.22765,0.28377,-0.11213,0.22592
3947.3680,0,0.28171,-0.13927,0.22867,0.28315,-0.12027,0.22674
3947.4013,0,0.27964,-0.14277,0.23014,0.28210,-0.12702,0.22776
3947.4342,0,0.27723,-0.14505,0.23155,0.28064,-0.13243,0.22890
3947.4684,0,0.27830,-0.14503,0.23166,0.27994,-0.13621,0.22973
3947.5070,0,0.27864,-0.14411,0.23194,0.27955,-0.13858,0.23039
3947.5378,0,0.27904,-0.14040,0.23207,0.27939,-0.13913,0.23089
3947.5675,0,0.27822,-0.13447,0.23224,0.27904,-0.13773,0.23130
3947.5972,0,0.28035,-0.12628,0.23206,0.27944,-0.13430,0.23152
3947.6286,0,0.28601,-0.11728,0.23030,0.28141,-0.12919,0.23116
3947.6605,0,0.28346,-0.10882,0.22976,0.28203,-0.12308,0.23074
3947.6945,0,0.28284,-0.10012,0.22869,0.28227,-0.11619,0.23012
3947.7281,0,0.28308,-0.08979,0.22770,0.28251,-0.10827,0.22940
3947.7599,0,0.28258,-0.07577,0.22841,0.28254,-0.09852,0.22910
3947.7932,0,0.28317,-0.06449,0.22734,0.28272,-0.08831,0.22857
3947.8286,0,0.28159,-0.05159,0.22757,0.28239,-0.07729,0.22827
3947.8608,0,0.28469,-0.03601,0.22735,0.28308,-0.06491,0.22800
3947.8916,0,0.28734,-0.02064,0.22677,0.28436,-0.05163,0.22763
3947.9287,0,0.29332,-0.00699,0.22638,0.28705,-0.03824,0.22725
3947.9646,0,0.29419,0.00826,0.22673,0.28919,-0.02429,0.22710
3947.9949,0,0.29569,0.02450,0.22766,0.29114,-0.00965,0.22727
3948.0282,0,0.29692,0.04203,0.22743,0.29288,0.00585,0.22731
3948.0612,0,0.29993,0.05968,0.22701,0.29499,0.02200,0.22722
3948.0926,0,0.29639,0.07639,0.22689,0.29541,0.03832,0.22712
3948.1286,0,0.29740,0.09159,0.22709,0.29601,0.05430,0.22711
3948.1598,0,0.29489,0.10643,0.22730,0.29568,0.06994,0.22717
3948.1921,0,0.29211,0.11617,0.22816,0.29461,0.08381,0.22746
3948.2343,0,0.29723,0.12377,0.22676,0.29539,0.09580,0.22725
3948.2681,0,0.29828,0.12804,0.22685,0.29626,0.10547,0.22713
3948.3026,0,0.30042,0.12932,0.22624,0.29751,0.11263,0.22686
3948.3331,0,0.30077,0.13008,0.22591,0.29849,0.11786,0.22658
3948.3640,0,0.29874,0.12738,0.22628,0.29856,0.12072,0.22649
3948.3956,0,0.29897,0.12550,0.22529,0.29869,0.12215,0.22613
3948.4276,0,0.29718,0.12386,0.22553,0.29823,0.12267,0.22595
3948.4607,0,0.29776,0.12151,0.22511,0.29809,0.12232,0.22570
3948.4915,0,0.29757,0.11728,0.22483,0.29794,0.12081,0.22544
3948.5287,0,0.29874,0.11246,0.22428,0.29818,0.11830,0.22509
3948.5615,0,0.29826,0.10548,0.22370,0.29820,0.11446,0.22467
3948.5953,0,0.29622,0.09687,0.22373,0.29761,0.10918,0.22439
3948.6289,0,0.30084,0.08738,0.22309,0.29858,0.10264,0.22400
3948.6599,0,0.30253,0.07792,0.22290,0.29976,0.09522,0.22367
3948.6923,0,0.29815,0.06685,0.22350,0.29928,0.08671,0.22362
3948.7277,0,0.29924,0.05708,0.22335,0.29927,0.07782,0.22354
3948.7618,0,0.29954,0.04728,0.22308,0.29935,0.06866,0.22340
3948.7918,0,0.29841,0.03682,0.22333,0.29907,0.05911,0.22338
3948.8275,0,0.29718,0.02578,0.22363,0.29850,0.04911,0.22345
3948.8594,0,0.29832,0.01411,0.22343,0.29845,0.03861,0.22345
3948.8942,0,0.29617,0.00346,0.22370,0.29776,0.02806,0.22352
3948.9282,0,0.29724,-0.00617,0.22372,0.29761,0.01779,0.22358
3948.9601,0,0.29627,-0.01635,0.22468,0.29721,0.00755,0.22391
3948.9921,0,0.29220,-0.02747,0.22568,0.29571,-0.00296,0.22444
3949.0269,0,0.29212,-0.03517,0.22586,0.29463,-0.01262,0.22487
3949.0591,0,0.28876,-0.04618,0.22558,0.29287,-0.02269,0.22508
3949.0910,0,0.28729,-0.05517,0.22557,0.29120,-0.03243,0.22523
3949.1274,0,0.28851,-0.06228,0.22486,0.29039,-0.04139,0.22512
3949.1603,0,0.29179,-0.06682,0.22453,0.29081,-0.04902,0.22494
3949.1919,0,0.28946,-0.07027,0.22489,0.29040,-0.05539,0.22493
3949.2281,0,0.28991,-0.07202,0.22497,0.29026,-0.06038,0.22494
3949.2613,0,0.29152,-0.07208,0.22437,0.29063,-0.06389,0.22477
3949.2941,0,0.28944,-0.07290,0.22408,0.29027,-0.06659,0.22456
3949.3262,0,0.28810,-0.07336,0.22370,0.28962,-0.06862,0.22430
3949.3605,0,0.28827,-0.07310,0.22271,0.28922,-0.06996,0.22382
3949.3918,0,0.28929,-0.07338,0.22163,0.28924,-0.07099,0.22317
3949.4289,0,0.28918,-0.07472,0.22046,0.28922,-0.07211,0.22235
3949.4594,0,0.28959,-0.07533,0.21940,0.28933,-0.07308,0.22147
3949.4928,0,0.28871,-0.07743,0.21806,0.28915,-0.07438,0.22045
3949.5273,0,0.28714,-0.07903,0.21730,0.28854,-0.07578,0.21950
3949.5598,0,0.28706,-0.08076,0.21650,0.28810,-0.07727,0.21860
3949.5911,0,0.28734,-0.08068,0.21617,0.28787,-0.07829,0.21787
3949.6295,0,0.28479,-0.08095,0.21612,0.28695,-0.07909,0.21735
3949.6654,0,0.28354,-0.08065,0.21624,0.28593,-0.07956,0.21702
3949.6953,0,0.28329,-0.08062,0.21644,0.28514,-0.07988,0.21684
3949.7275,0,0.28410,-0.07969,0.21634,0.28482,-0.07982,0.21669
3949.7605,0,0.28410,-0.08070,0.21640,0.28461,-0.08009,0.21661
3949.7926,0,0.28542,-0.08050,0.21637,0.28485,-0.08021,0.21654
3949.8281,0,0.28459,-0.08060,0.21634,0.28477,-0.08033,0.21648
3949.8625,0,0.28432,-0.08074,0.21643,0.28464,-0.08045,0.21646
3949.8929,0,0.28361,-0.08118,0.21665,0.28433,-0.08067,0.21652
3949.9283,0,0.28441,-0.08091,0.21639,0.28435,-0.08074,0.21648
3949.9611,0,0.28505,-0.08087,0.21581,0.28456,-0.08078,0.21628
3949.9924,0,0.28803,-0.08076,0.21482,0.28560,-0.08077,0.21584
3950.0246,0,0.28742,-0.08091,0.21430,0.28615,-0.08081,0.21538
3950.0595,0,0.28790,-0.08151,0.21335,0.28668,-0.08102,0.21477
3950.0935,0,0.28897,-0.08307,0.21221,0.28736,-0.08164,0.21400
3950.1229,0,0.28748,-0.08527,0.21106,0.28740,-0.08273,0.21312
3950.1584,0,0.28738,-0.08595,0.20964,0.28739,-0.08369,0.21208
3950.1934,0,0.28681,-0.09026,0.20832,0.28722,-0.08566,0.21095
3950.2274,0,0.28635,-0.09453,0.20641,0.28696,-0.08832,0.20959
3950.2608,0,0.28372,-0.09815,0.20463,0.28598,-0.09127,0.20810
3950.2940,0,0.28282,-0.10260,0.20248,0.28504,-0.09467,0.20641
3950.3239,0,0.27817,-0.10570,0.20065,0.28298,-0.09798,0.20468
3950.3624,0,0.27784,-0.10892,0.19801,0.28144,-0.10126,0.20268
3950.3952,0,0.27312,-0.11473,0.19569,0.27894,-0.10530,0.20058
3950.4261,0,0.27245,-0.11909,0.19268,0.27699,-0.10944,0.19821
3950.4598,0,0.27244,-0.12282,0.18987,0.27563,-0.11345,0.19571
3950.4913,0,0.27285,-0.12388,0.18705,0.27479,-0.11658,0.19311
3950.5230,0,0.27260,-0.12607,0.18455,0.27413,-0.11943,0.19054
3950.5602,0,0.26976,-0.12841,0.18231,0.27282,-0.12212,0.18808
3950.5926,0,0.26838,-0.13235,0.17985,0.27149,-0.12519,0.18561
3950.6299,0,0.26366,-0.13646,0.17788,0.26914,-0.12857,0.18329
3950.6611,0,0.26053,-0.14070,0.17517,0.26656,-0.13221,0.18085
3950.6927,0,0.25603,-0.14508,0.17290,0.26340,-0.13607,0.17847
3950.7325,0,0.25135,-0.14848,0.17080,0.25979,-0.13979,0.17617
3950.7655,0,0.24902,-0.15203,0.16834,0.25656,-0.14346,0.17382
3950.8039,0,0.24773,-0.15674,0.16578,0.25391,-0.14745,0.17141
3950.8357,0,0.24553,-0.16036,0.16373,0.25140,-0.15132,0.16910
3950.8680,0,0.24544,-0.16356,0.16139,0.24961,-0.15499,0.16679
3950.8983,0,0.24284,-0.16737,0.15915,0.24758,-0.15871,0.16450
3950.9294,0,0.24006,-0.17261,0.15670,0.24532,-0.16288,0.16216
3950.9635,0,0.23463,-0.17692,0.15524,0.24211,-0.16709,0.16008
3950.9945,0,0.23336,-0.18136,0.15257,0.23949,-0.17137,0.15783
3951.0269,0,0.22999,-0.18253,0.15028,0.23664,-0.17472,0.15556
3951.0619,0,0.22769,-0.18560,0.14807,0.23395,-0.17798,0.15331
3951.0946,0,0.22553,-0.18804,0.14538,0.23143,-0.18100,0.15093
3951.1262,0,0.22324,-0.19228,0.14247,0.22897,-0.18438,0.14839
3951.1658,0,0.22045,-0.19432,0.14052,0.22641,-0.18736,0.14603
3951.1970,0,0.21771,-0.19675,0.13823,0.22380,-0.19018,0.14369
3951.2296,0,0.21555,-0.19964,0.13605,0.22133,-0.19302,0.14140
3951.2594,0,0.21218,-0.20057,0.13452,0.21858,-0.19528,0.13933
3951.2913,0,0.20929,-0.20473,0.13272,0.21580,-0.19812,0.13735
3951.3311,0,0.20599,-0.20634,0.13144,0.21285,-0.20058,0.13558
3951.3611,0,0.20296,-0.20925,0.13014,0.20988,-0.20318,0.13395
3951.3931,0,0.20224,-0.20899,0.12892,0.20759,-0.20492,0.13244
3951.4263,0,0.20099,-0.21043,0.12758,0.20561,-0.20658,0.13098
3951.4660,0,0.20174,-0.21088,0.12661,0.20445,-0.20787,0.12967
3951.5049,0,0.20128,-0.21174,0.12540,0.20350,-0.20903,0.12839
3951.5360,0,0.20064,-0.21040,0.12541,0.20264,-0.20944,0.12749
3951.5679,0,0.19817,-0.21032,0.12525,0.20130,-0.20970,0.12682
3951.6001,0,0.19827,-0.20972,0.12503,0.20039,-0.20971,0.12628
3951.6313,0,0.19824,-0.20862,0.12500,0.19974,-0.20938,0.12590
3951.6621,0,0.19799,-0.20795,0.12473,0.19922,-0.20895,0.12555
3951.6939,0,0.19749,-0.20770,0.12457,0.19870,-0.20857,0.12525
3951.7294,0,0.19681,-0.20655,0.12453,0.19813,-0.20797,0.12504
3951.7606,0,0.19705,-0.20581,0.12460,0.19781,-0.20732,0.12490
3951.7917,0,0.19726,-0.20557,0.12458,0.19764,-0.20679,0.12481
3951.8235,0,0.19728,-0.20432,0.12555,0.19753,-0.20605,0.12503
3951.8617,0,0.19734,-0.20195,0.12768,0.19747,-0.20482,0.12582
